artificialkey,adsponserid,teamid,isapproved,dynamicimageid
136,8,1799,1,967
137,5,1799,1,966
138,6,1799,1,388
139,6,1799,1,831
140,4,1799,1,387
141,8,110500,1,900
142,8,110500,1,901
143,8,110500,1,902
144,8,110500,1,730
145,8,110500,1,900
146,8,110500,1,901
147,8,110500,1,902
148,8,110500,1,730
149,188,110500,1,0
150,173,110500,1,0
151,50,7,1,0
152,198,7,1,0
153,258,7,1,0
154,216,7,1,0
155,4,7,1,35
156,259,7,1,0
157,198,7,1,0
158,4,7,1,35
159,259,7,1,0
160,216,7,1,0
161,8,100409,1,109
162,10,100409,1,870
163,8,100409,1,675
164,10,100409,1,494
165,8,100409,1,152
166,10,100409,1,870
167,8,100409,1,109
168,10,100409,1,871
169,16,100409,1,0
170,173,100409,1,0
171,8,34,1,32
172,8,34,1,879
173,8,34,1,32
174,8,34,1,879
175,8,34,1,32
176,8,34,1,879
177,8,34,1,32
178,8,34,1,879
179,188,34,1,0
180,173,34,1,0
181,6,110329,1,404
182,6,110329,1,903
183,6,110329,1,488
184,6,110329,1,904
185,6,110329,1,408
186,6,110329,1,405
187,6,110329,1,409
188,6,110329,1,905
189,188,110329,1,0
190,173,110329,1,0
191,4,110636,1,6
192,3,110636,1,5
193,5,110636,1,500
194,5,110636,1,84
195,4,110636,1,6
196,3,110636,1,5
197,5,110636,1,500
198,5,110636,1,84
199,188,110636,1,0
200,173,110636,1,0
201,38,0,1,0
202,37,0,1,0
203,49,0,1,0
204,39,0,1,0
205,15,0,1,0
206,40,0,1,0
207,36,0,1,0
208,68,0,1,0
209,29,0,1,0
210,38,-1,1,0
211,14,-1,1,0
212,37,-1,1,0
213,20,-1,1,0
214,49,-1,1,0
215,210,-1,1,0
216,4,28,1,262
217,5,28,1,997
218,4,28,1,998
219,8,28,1,999
220,5,28,1,266
221,10,28,1,1000
222,5,28,1,1001
223,5,28,1,997
224,188,28,1,0
225,173,28,1,0
226,4,485,1,273
227,5,485,1,269
228,4,485,1,702
229,5,485,1,506
230,5,485,1,703
231,7,485,1,115
232,3,485,1,906
233,4,485,1,907
234,188,485,1,0
235,173,485,1,0
236,2,166,1,677
237,1,166,1,874
238,8,166,1,510
239,10,166,1,487
240,1,166,1,171
241,6,166,1,875
242,8,166,1,169
243,10,166,1,808
244,188,166,1,0
245,173,166,1,0
246,6,576,1,326
247,8,576,1,327
248,4,576,1,323
249,4,576,1,328
250,6,576,1,326
251,5,576,1,330
252,5,576,1,704
253,6,576,1,326
254,188,576,1,0
255,173,576,1,0
256,2,1832,1,278
257,2,1832,1,711
258,2,1832,1,908
259,2,1832,1,909
260,2,1832,1,557
261,2,1832,1,910
262,2,1832,1,278
263,2,1832,1,908
264,188,1832,1,0
265,173,1832,1,0
266,50,1923,1,0
267,5,1923,1,1003
268,5,1923,1,1004
269,5,1923,1,1005
270,5,1923,1,1006
271,5,1923,1,1003
272,5,1923,1,1007
273,5,1923,1,1008
274,5,1923,1,1009
275,5,1923,1,1003
276,50,9,1,0
277,74,9,1,0
278,148,9,1,0
279,115,9,1,0
280,194,9,1,0
281,4,9,1,317
282,260,9,1,0
283,35,9,1,0
284,117,9,1,0
285,4,9,1,317
286,50,10,1,0
287,103,10,1,0
288,190,10,1,0
289,64,10,1,0
290,214,10,1,0
291,33,10,1,0
292,166,10,1,0
293,215,10,1,0
294,275,10,1,0
295,41,10,1,0
296,50,11,1,0
297,254,11,1,0
298,200,11,1,0
299,159,11,1,0
300,5,11,1,839
301,53,11,1,0
302,159,11,1,0
303,201,11,1,0
304,254,11,1,0
305,200,11,1,0
306,50,13,1,0
307,9,13,1,643
308,253,13,1,0
309,9,13,1,645
310,5,13,1,641
311,253,13,1,0
312,9,13,1,737
313,5,13,1,641
314,253,13,1,0
315,9,13,1,644
316,38,73,1,0
317,37,73,1,0
318,5,73,1,29
319,162,73,1,0
320,131,73,1,0
321,6,73,1,790
322,4,73,1,141
323,4,73,1,209
324,162,73,1,0
325,131,73,1,0
326,0,-2,1,0
327,8,112172,1,527
328,4,112172,1,876
329,6,112172,1,877
330,8,112172,1,418
331,4,112172,1,421
332,8,112172,1,418
333,6,112172,1,686
334,4,112172,1,876
335,16,112172,1,0
336,173,112172,1,0
337,280,243,1,0
338,6,243,1,101
339,1,243,1,825
340,6,243,1,1027
341,6,243,1,1028
342,6,243,1,1043
343,280,243,1,0
344,6,243,1,101
345,1,243,1,825
346,6,243,1,1027
347,6,243,1,1028
348,6,243,1,1043
349,0,-2,1,0
350,0,-2,1,0
351,1,25,1,872
352,1,25,1,162
353,1,25,1,543
354,1,25,1,873
355,1,25,1,150
356,1,25,1,872
357,1,25,1,545
358,1,25,1,167
359,16,25,1,0
360,173,25,1,0
361,5,10030,1,522
362,5,10030,1,936
363,5,10030,1,937
364,5,10030,1,525
365,5,10030,1,524
366,5,10030,1,710
367,5,10030,1,526
368,5,10030,1,938
369,188,10030,1,0
370,173,10030,1,0
371,0,-2,1,0
372,0,-2,1,0
373,0,-2,1,0
374,0,-2,1,0
375,0,-2,1,0
376,0,-2,1,0
377,0,-2,1,0
378,0,-2,1,0
379,0,-2,1,0
380,0,-2,1,0
381,50,1794,1,0
382,10,1794,1,1032
383,8,1794,1,1033
384,6,1794,1,1034
385,8,1794,1,1035
386,4,1794,1,1036
387,8,1794,1,1033
388,10,1794,1,1032
389,8,1794,1,1035
390,6,1794,1,1034
391,5,165,1,257
392,5,165,1,911
393,8,165,1,38
394,5,165,1,261
395,5,165,1,912
396,5,165,1,504
397,5,165,1,913
398,5,165,1,914
399,188,165,1,0
400,173,165,1,0
401,8,110502,1,311
402,8,110502,1,392
403,8,110502,1,480
404,8,110502,1,312
405,8,110502,1,481
406,8,110502,1,915
407,8,110502,1,310
408,8,110502,1,314
409,16,110502,1,0
410,173,110502,1,0
411,50,18,1,0
412,88,18,1,0
413,152,18,1,0
414,195,18,1,0
415,229,18,1,0
416,261,18,1,0
417,196,18,1,0
418,228,18,1,0
419,128,18,1,0
420,121,18,1,0
421,3,10029,1,680
422,3,10029,1,546
423,3,10029,1,935
424,3,10029,1,681
425,3,10029,1,549
426,3,10029,1,179
427,3,10029,1,548
428,3,10029,1,935
429,16,10029,1,0
430,173,10029,1,0
431,1,36,1,939
432,5,36,1,688
433,2,36,1,940
434,3,36,1,941
435,4,36,1,1042
436,5,36,1,688
437,6,36,1,942
438,7,36,1,939
439,16,36,1,0
440,173,36,1,0
441,4,160,1,263
442,4,160,1,365
443,4,160,1,366
444,4,160,1,363
445,4,160,1,368
446,4,160,1,691
447,4,160,1,693
448,4,160,1,692
449,16,160,1,0
450,173,160,1,0
451,6,487,1,945
452,10,487,1,946
453,1,487,1,947
454,7,487,1,948
455,4,487,1,949
456,5,487,1,950
457,6,487,1,951
458,1,487,1,952
459,188,487,1,0
460,173,487,1,0
461,8,175,1,529
462,8,175,1,412
463,162,175,1,0
464,8,175,1,414
465,8,175,1,413
466,8,175,1,542
467,8,175,1,915
468,8,175,1,416
469,16,175,1,0
470,173,175,1,0
471,6,38,1,361
472,2,38,1,880
473,5,38,1,881
474,10,38,1,882
475,8,38,1,726
476,1,38,1,28
477,2,38,1,357
478,3,38,1,1030
479,16,38,1,0
480,173,38,1,0
481,50,19,1,0
482,51,19,1,0
483,267,19,1,0
484,79,19,1,0
485,87,19,1,0
486,268,19,1,0
487,5,19,1,968
488,269,19,1,0
489,270,19,1,0
490,268,19,1,0
491,50,110,1,0
492,9,110,1,965
493,6,110,1,386
494,238,110,1,0
495,8,110,1,654
496,240,110,1,0
497,1,110,1,893
498,6,110,1,641
499,6,110,1,838
500,6,110,1,837
501,50,1943,1,0
502,6,1943,1,812
503,22,1943,1,0
504,69,1943,1,0
505,6,1943,1,812
506,1,1943,1,814
507,6,1943,1,815
508,4,1943,1,816
509,5,1943,1,817
510,6,1943,1,818
511,0,-2,0,0
512,0,-2,0,0
513,0,-2,0,0
514,0,-2,0,0
515,0,-2,0,0
516,0,-2,0,0
517,0,-2,0,0
518,0,-2,0,0
519,0,-2,0,0
520,0,-2,0,0
521,5,44,1,972
522,6,44,1,636
523,6,44,1,636
524,6,44,1,636
525,6,44,1,636
526,6,44,1,636
527,9,44,1,739
528,5,44,1,740
529,5,44,1,741
530,4,44,1,979
531,0,-2,1,0
532,5,47,1,972
533,6,47,1,122
534,190,47,1,0
535,6,47,1,601
536,6,47,1,122
537,190,47,1,0
538,9,47,1,739
539,5,47,1,740
540,5,47,1,741
541,4,47,1,979
542,5,45,1,972
543,273,45,1,0
544,4,45,1,749
545,4,45,1,888
546,273,45,1,0
547,4,45,1,749
548,9,45,1,739
549,5,45,1,740
550,5,45,1,741
551,4,45,1,979
552,50,144,1,0
553,23,144,1,0
554,235,144,1,0
555,264,144,1,0
556,233,144,1,0
557,265,144,1,0
558,232,144,1,0
559,241,144,1,0
560,236,144,1,0
561,232,144,1,0
562,0,-2,1,0
563,8,1824,1,866
564,8,1824,1,102
565,162,1824,1,0
566,8,1824,1,147
567,4,1824,1,134
568,10,1824,1,867
569,10,1824,1,868
570,1,1824,1,869
571,16,1824,1,0
572,173,1824,1,0
573,50,1796,1,0
574,7,1796,1,1022
575,278,1796,1,0
576,279,1796,1,0
577,7,1796,1,1023
578,7,1796,1,1022
579,278,1796,1,0
580,279,1796,1,0
581,7,1796,1,1023
582,7,1796,1,1022
583,6,580,1,953
584,3,580,1,954
585,5,580,1,955
586,4,580,1,956
587,6,580,1,953
588,3,580,1,954
589,5,580,1,955
590,4,580,1,956
591,188,580,1,0
592,173,580,1,0
593,50,1925,1,0
594,51,1925,1,0
595,276,1925,1,0
596,4,1925,1,622
597,6,1925,1,628
598,6,1925,1,624
599,276,1925,1,0
600,8,1925,1,1002
601,6,1925,1,627
602,6,1925,1,628
603,5,110588,1,943
604,7,110588,1,715
605,9,110588,1,716
606,6,110588,1,717
607,1,110588,1,944
608,4,110588,1,719
609,3,110588,1,720
610,5,110588,1,721
611,188,110588,1,0
612,173,110588,1,0
613,2,27,1,777
614,4,27,1,916
615,3,27,1,917
616,5,27,1,918
617,7,27,1,589
618,1,27,1,586
619,10,27,1,777
620,10,27,1,777
621,188,27,1,0
622,173,27,1,0
623,5,29,1,897
624,8,29,1,898
625,6,29,1,899
626,5,29,1,897
627,8,29,1,898
628,6,29,1,899
629,5,29,1,897
630,8,29,1,898
631,188,29,1,0
632,173,29,1,0
633,38,236,1,0
634,37,236,1,0
635,5,236,1,614
636,6,236,1,615
637,8,236,1,994
638,10,236,1,995
639,6,236,1,615
640,5,236,1,614
641,49,236,1,0
642,39,236,1,0
643,38,234,1,0
644,37,234,1,0
645,23,234,1,0
646,1,234,1,616
647,6,234,1,618
648,5,234,1,996
649,6,234,1,619
650,6,234,1,122
651,49,234,1,0
652,39,234,1,0
653,5,55,1,972
654,8,55,1,890
655,9,55,1,751
656,10,55,1,743
657,8,55,1,891
658,4,55,1,892
659,9,55,1,739
660,5,55,1,740
661,5,55,1,741
662,4,55,1,979
663,5,189,1,972
664,9,189,1,753
665,9,189,1,743
666,9,189,1,883
667,9,189,1,884
668,9,189,1,885
669,9,189,1,739
670,5,189,1,740
671,5,189,1,741
672,4,189,1,979
673,5,206,1,972
674,6,206,1,981
675,5,206,1,982
676,6,206,1,983
677,4,206,1,754
678,9,206,1,984
679,9,206,1,739
680,5,206,1,740
681,5,206,1,741
682,4,206,1,979
683,5,110374,1,972
684,5,110374,1,755
685,5,110374,1,756
686,5,110374,1,980
687,5,110374,1,755
688,5,110374,1,756
689,9,110374,1,739
690,5,110374,1,740
691,5,110374,1,741
692,4,110374,1,979
693,5,111974,1,972
694,6,111974,1,758
695,190,111974,1,0
696,6,111974,1,759
697,6,111974,1,762
698,6,111974,1,761
699,9,111974,1,739
700,5,111974,1,740
701,5,111974,1,741
702,4,111974,1,979
703,5,110373,1,972
704,5,110373,1,764
705,3,110373,1,765
706,3,110373,1,1011
707,5,110373,1,763
708,3,110373,1,766
709,9,110373,1,739
710,5,110373,1,740
711,5,110373,1,741
712,4,110373,1,979
713,5,110556,1,972
714,8,110556,1,974
715,6,110556,1,975
716,6,110556,1,976
717,6,110556,1,977
718,6,110556,1,978
719,9,110556,1,739
720,5,110556,1,740
721,5,110556,1,741
722,4,110556,1,979
723,5,1842,1,972
724,1,1842,1,1012
725,1,1842,1,1013
726,1,1842,1,1014
727,1,1842,1,1015
728,1,1842,1,1016
729,9,1842,1,739
730,5,1842,1,740
731,5,1842,1,741
732,4,1842,1,979
733,38,245,1,0
734,37,245,1,0
735,5,245,1,989
736,23,245,1,0
737,9,245,1,990
738,5,245,1,991
739,6,245,1,992
740,5,245,1,993
741,49,245,1,0
742,39,245,1,0
743,5,347,1,972
744,6,347,1,795
745,6,347,1,795
746,6,347,1,795
747,6,347,1,795
748,6,347,1,795
749,9,347,1,739
750,5,347,1,740
751,5,347,1,741
752,4,347,1,979
753,5,1746,1,972
754,5,1746,1,800
755,6,1746,1,796
756,4,1746,1,799
757,6,1746,1,798
758,5,1746,1,800
759,9,1746,1,739
760,5,1746,1,740
761,5,1746,1,741
762,4,1746,1,979
763,50,14,1,0
764,1,14,1,801
765,5,14,1,802
766,4,14,1,803
767,6,14,1,804
768,8,14,1,805
769,1,14,1,806
770,9,14,1,807
771,5,14,1,802
772,4,14,1,803
773,5,54,1,972
774,6,54,1,809
775,5,54,1,1037
776,5,54,1,810
777,8,54,1,811
778,6,54,1,986
779,9,54,1,739
780,5,54,1,740
781,5,54,1,741
782,4,54,1,979
783,5,111811,1,972
784,10,111811,1,889
785,10,111811,1,889
786,10,111811,1,889
787,10,111811,1,889
788,10,111811,1,889
789,9,111811,1,739
790,5,111811,1,740
791,5,111811,1,741
792,4,111811,1,979
793,5,111657,1,972
794,5,111657,1,886
795,5,111657,1,886
796,5,111657,1,886
797,5,111657,1,887
798,5,111657,1,887
799,9,111657,1,739
800,5,111657,1,740
801,5,111657,1,741
802,4,111657,1,979
803,8,116009,1,771
804,6,116009,1,772
805,5,116009,1,773
806,255,116009,1,0
807,6,116009,1,122
808,8,116009,1,56
809,255,116009,1,0
810,6,116009,1,122
811,8,116009,1,56
812,49,116009,1,0
813,8,116015,1,771
814,6,116015,1,772
815,5,116015,1,773
816,6,116015,1,919
817,5,116015,1,733
818,6,116015,1,920
819,252,116015,1,0
820,9,116015,1,465
821,6,116015,1,466
822,49,116015,1,0
823,8,116013,1,771
824,6,116013,1,772
825,5,116013,1,773
826,120,116013,1,0
827,119,116013,1,0
828,149,116013,1,0
829,120,116013,1,0
830,119,116013,1,0
831,149,116013,1,0
832,49,116013,1,0
833,8,131283,1,771
834,6,131283,1,772
835,5,131283,1,773
836,5,131283,1,929
837,6,131283,1,930
838,10,131283,1,931
839,5,131283,1,929
840,6,131283,1,930
841,10,131283,1,931
842,49,131283,1,0
843,8,116010,1,771
844,6,116010,1,772
845,5,116010,1,773
846,155,116010,1,0
847,185,116010,1,0
848,155,116010,1,0
849,185,116010,1,0
850,155,116010,1,0
851,185,116010,1,0
852,49,116010,1,0
853,8,116016,1,771
854,6,116016,1,772
855,5,116016,1,773
856,198,116016,1,0
857,258,116016,1,0
858,216,116016,1,0
859,4,116016,1,35
860,198,116016,1,0
861,259,116016,1,0
862,49,116016,1,0
863,8,116020,1,771
864,6,116020,1,772
865,5,116020,1,773
866,6,116020,1,37
867,23,116020,1,0
868,6,116020,1,78
869,6,116020,1,37
870,23,116020,1,0
871,6,116020,1,78
872,49,116020,1,0
873,8,116343,1,771
874,6,116343,1,772
875,5,116343,1,773
876,74,116343,1,0
877,115,116343,1,0
878,148,116343,1,0
879,194,116343,1,0
880,4,116343,1,317
881,260,116343,1,0
882,49,116343,1,0
883,8,116017,1,771
884,6,116017,1,772
885,5,116017,1,773
886,103,116017,1,0
887,166,116017,1,0
888,6,116017,1,1010
889,190,116017,1,0
890,214,116017,1,0
891,275,116017,1,0
892,49,116017,1,0
893,8,116012,1,771
894,6,116012,1,772
895,5,116012,1,773
896,254,116012,1,0
897,200,116012,1,0
898,5,116012,1,839
899,53,116012,1,0
900,159,116012,1,0
901,5,116012,1,921
902,49,116012,1,0
903,8,116011,1,771
904,6,116011,1,772
905,5,116011,1,773
906,88,116011,1,0
907,152,116011,1,0
908,195,116011,1,0
909,5,116011,1,922
910,128,116011,1,0
911,228,116011,1,0
912,49,116011,1,0
913,8,116014,1,771
914,6,116014,1,772
915,5,116014,1,773
916,51,116014,1,0
917,267,116014,1,0
918,79,116014,1,0
919,5,116014,1,969
920,6,116014,1,970
921,8,116014,1,971
922,49,116014,1,0
