isloantobuy,teamidloanedfrom,playerid,loandateend
0,1939,251554,161332
0,97,251563,161150
0,897,251604,161332
0,101047,251629,161332
0,241,251804,161332
0,81,251828,161150
0,896,251851,161332
0,325,251873,161332
0,68,251916,161332
0,1896,251994,161332
0,461,252025,161332
0,2,252066,161332
0,1853,252146,161332
0,294,252302,161332
0,1800,252379,161332
0,110839,252386,161332
0,1831,252448,161332
0,1794,252450,161332
0,1923,252475,161332
0,110827,252485,161332
0,110749,252500,161332
0,1808,252508,161332
0,1795,252577,161332
0,819,252580,161332
0,680,252775,161332
0,873,252783,161332
0,9,252897,161332
0,112172,252911,161332
0,110395,253012,161516
0,10,253052,161332
0,54,253120,161332
0,28,253171,161332
0,36,253173,161332
0,111974,253213,161332
0,232,253225,161332
0,114912,253290,161332
0,240,253396,161332
0,110,253461,161332
0,169,253474,161332
0,113300,253726,161302
0,110,254113,161332
0,1952,254122,161332
1,694,254172,161150
0,110406,254222,161150
0,436,254257,161332
0,175,254267,161332
0,78,254315,161332
0,111974,254502,161332
0,670,254503,161332
0,110580,254586,161516
0,112885,254695,161150
0,1795,254807,161332
0,240,254860,161332
0,467,254913,161332
0,175,254928,161332
0,45,255001,161697
0,245,255010,161332
0,89,255050,161332
0,15,255071,161332
0,81,255120,161332
0,110395,255197,161150
0,144,255206,161332
0,479,255268,161332
0,116365,255303,161332
0,1799,255312,161332
0,1797,255314,161332
0,450,255398,161332
0,47,255611,161332
0,379,255767,161332
0,110468,256021,161332
0,189,256036,161332
0,247,256098,161150
0,1939,256164,161332
0,111716,256167,161516
0,36,256306,161302
0,1925,256488,161332
0,111086,256539,161332
0,31,256564,161332
0,11,256611,161332
0,110,256666,161150
0,70,256697,161332
0,9,256725,161332
0,918,256748,161150
0,88,256786,161332
0,272,256799,161150
0,229,256819,161332
0,59,256843,161332
0,21,256853,161332
0,234,256903,161332
0,1792,256948,161332
0,114326,256953,161332
0,112172,257007,161332
0,219,257025,161332
0,169,257075,161332
0,144,257104,161332
0,111974,257164,161332
0,900,257244,161332
0,112259,257277,161332
0,191,257308,161332
0,36,257399,161332
0,1808,257400,161332
0,1961,257438,161332
0,100409,257637,161332
0,45,257713,161332
0,110502,257778,161332
0,111974,257833,161332
0,23,257914,161332
0,217,257978,161332
0,100325,258032,161332
0,115841,258139,161332
0,111706,258149,161150
0,266,258208,161332
0,101047,258307,161332
0,114326,258311,161332
0,38,258316,161332
0,453,258466,161332
0,110738,258475,161332
1,110374,258484,161332
0,241,258490,161332
0,327,258511,161302
0,4,258532,161119
0,191,258601,161332
0,448,258602,161332
0,111811,258648,161332
0,450,258728,161332
0,110,258758,161332
0,110832,258769,161332
0,13,258805,161332
0,209,258821,161332
0,243,258922,161332
0,2,258928,161332
0,2,258932,161332
0,1952,258969,161332
0,10,259031,161332
0,110062,259070,161332
0,10,259075,161332
0,21,259082,161332
0,101014,259087,161332
0,347,259105,161332
0,1896,259170,161332
0,10032,259245,161150
0,110556,259331,161332
0,1917,259389,161332
0,448,259422,161332
0,114326,259456,161332
0,110580,259486,161516
0,673,259504,161332
1,25,259586,161332
0,10,259677,161332
0,1824,259750,161332
1,12,259751,161150
0,1925,259766,161332
0,66,259806,161332
0,1808,259816,161332
0,320,260001,161150
0,450,260044,161332
0,110395,260070,161150
0,1906,260076,161332
0,1,260141,161332
0,1,260144,161332
0,5,260145,161332
0,113302,260146,161302
0,59,260158,161332
0,452,260340,161332
0,101088,260377,161150
0,112134,260545,161150
0,231,260577,161332
0,111706,260593,161332
0,45,260644,161332
0,710,260645,161150
0,1,260653,161332
0,116300,260768,161332
0,700,260880,161150
0,100409,260925,161332
0,5,260942,161332
0,78,260951,161119
0,21,260978,161332
0,873,261110,161332
0,1815,261153,161332
0,112670,261183,161516
0,1738,261202,161332
0,110,261225,161332
0,674,261244,161150
0,111706,261275,161516
0,1799,261300,161332
0,78,261304,161332
0,1809,261307,161332
0,2,261335,161332
0,5,261390,161332
0,34,261446,161302
0,300,261454,161150
0,22,261495,161332
0,13,261517,161332
0,31,261528,161332
1,100087,261539,161332
0,189,261687,161332
0,1887,261689,161332
0,127,261732,161332
0,100409,261745,161332
0,210,261766,161332
0,378,261772,161332
0,1800,262044,161332
0,114912,262091,161332
0,81,262103,161332
0,232,262141,161332
0,149,262170,161332
0,110062,262300,161332
0,1903,262397,161332
0,110,262416,161332
0,452,262479,161332
0,72,262480,161332
0,112139,262556,161332
0,1925,262568,161332
0,1925,262569,161332
0,50,262581,161332
0,25,262663,161332
0,111086,262681,161332
0,1925,262930,161332
0,25,263076,161332
0,171,263077,161332
0,111716,263119,161150
0,256,263132,161332
0,100761,263147,161332
0,10,263169,161332
0,101088,263229,161516
1,110,263233,161332
0,217,263268,161332
0,165,263315,161332
0,1952,263329,161332
0,1808,263339,161332
0,1788,263364,161150
0,10,263390,161332
0,38,263404,161332
0,209,263464,161332
0,822,263506,161119
0,1808,263522,161332
0,110069,263555,161332
0,246,263637,161332
1,1842,263647,161332
0,1952,263648,161332
0,1952,263650,161102
0,109,263678,161332
0,97,263686,161332
0,670,263707,161332
0,1516,263761,161150
0,1952,263840,161119
0,31,263887,161332
0,1808,263901,161332
0,109,263906,161332
0,115841,263929,161332
0,240,263943,161332
0,32,263949,161332
0,14,263950,161332
0,14,263951,161332
0,72,264044,161332
0,463,264092,161332
0,1808,264120,161332
0,1808,264124,161332
0,1808,264139,161332
0,1808,264141,161332
0,479,264158,161332
0,479,264159,161332
0,114554,264167,161332
0,481,264172,161332
0,481,264175,161332
0,18,264180,161332
0,2,264209,161332
0,245,264220,161332
0,110062,264230,161332
0,169,264247,161332
0,14,264269,161332
0,9,264299,161332
0,44,264325,161332
1,1824,264409,161332
0,246,264416,161332
0,74,264422,161332
0,110062,264438,161332
0,113300,264499,161302
0,19,264579,161332
0,10,264681,161332
0,111974,264683,161332
0,110062,264738,161332
0,243,264845,161332
0,448,264868,161332
0,115995,264891,161332
0,115998,264975,161332
0,32,265194,161332
0,116012,265333,161332
0,240,265396,161332
0,5,265412,161332
0,36,265465,161332
0,14,265468,161332
0,110,265484,161332
0,110,265496,161332
0,23,265518,161332
0,110,265527,161332
0,1961,265658,161332
0,1815,265689,161332
0,45,265695,161332
0,1906,265741,161332
0,45,265774,161332
0,1799,265793,161150
0,8,266074,161332
0,457,266118,161332
0,5,266127,161332
0,241,266158,161332
0,266,266180,161332
0,115845,266304,161332
0,1793,266329,161119
0,144,266368,161332
0,1824,266392,161332
0,100325,266432,161150
0,57,266653,161332
0,298,266731,161150
0,86,266756,161332
0,7,266871,161332
0,10,266873,161332
0,47,266891,161332
0,234,266905,161332
0,116010,266911,161332
0,112670,267625,161516
0,101088,267627,161150
0,55,267778,161332
0,110395,267852,161332
0,254,267864,161332
0,114326,267935,161332
0,463,267959,161332
0,241,267976,161332
0,10,267991,161332
0,22,268116,161332
0,38,268428,161332
0,13,268460,161332
0,110738,268474,161332
0,115995,268478,161332
0,116365,268511,161332
0,1795,268529,161332
0,15,268544,161332
0,112670,268581,161150
0,231,268618,161332
0,7,268632,161332
0,116365,268683,161332
0,115845,268703,161332
0,101088,268732,161516
0,115845,268736,161332
0,112494,268762,161332
0,17,268788,161332
0,1960,268888,161332
0,13,268910,161332
0,116325,268945,161332
0,189,269182,161332
0,44,269271,161332
0,44,269276,161332
0,896,269562,161332
0,467,269639,161332
0,1923,269691,161332
0,1819,269725,161332
0,111706,269739,161516
0,111088,269830,161332
0,605,269933,161332
0,9,269944,161332
0,1,270050,161332
0,234,270109,161332
0,111822,270116,161332
0,115845,270126,161332
0,110636,270136,161332
0,10031,270203,161150
0,1861,270335,161332
0,71,270355,161332
0,13,270357,161151
0,111088,270366,161332
0,1792,270379,161332
0,110321,270389,161332
0,1,270390,161332
0,485,270403,161332
0,294,270409,161332
0,54,270473,161332
0,44,270485,161332
0,1794,270491,161332
0,1809,270497,161332
0,1919,270521,161332
0,111974,270633,161332
0,1939,270637,161332
0,7,270676,161332
0,144,270680,161150
0,702,270787,161332
0,237,270857,161332
0,116009,270890,161332
0,101007,270894,161332
0,1837,270943,161332
0,254,270994,161332
0,1842,271005,161332
0,1796,271018,161332
0,1794,271063,161332
0,1788,271081,161150
0,266,271092,161150
0,116016,271107,161332
0,59,271138,161332
0,1943,271235,161332
0,10029,271246,161332
0,1854,271272,161332
0,116280,271283,161332
0,305,271424,161119
0,114554,271439,161332
0,205,271467,161150
0,110374,271477,161332
0,111974,271482,161332
0,347,271494,161332
0,1853,271532,161332
0,44,271572,161332
0,44,271573,161332
0,31,271681,161332
0,243,271682,161332
0,13,271800,161332
0,114554,271956,161332
0,9,271977,161332
0,116328,272117,161332
0,116010,272207,161332
0,115995,272482,161332
0,110075,272545,161332
0,171,272601,161332
0,44,272602,161332
0,306,272701,161119
0,116365,272726,161332
0,1795,272770,161150
0,449,272788,161332
0,5,272829,161332
0,605,272830,161332
0,110468,272872,161332
0,320,272931,161119
0,5,273018,161332
0,55,273458,161332
0,1796,273619,161332
0,1808,273621,161332
0,1799,273692,161332
0,109,273729,161332
0,241,273875,161332
0,5,273883,161332
0,106,273898,161332
0,73,273973,161332
0,101088,274015,161150
0,5,274065,161332
0,189,274089,161332
0,21,274093,161332
0,19,274094,161332
0,1443,274099,161332
0,21,274101,161332
0,19,274104,161332
0,95,274359,161332
0,1,274388,161332
0,1796,274404,161332
0,64,274692,161332
0,116300,274780,161332
0,1871,274865,161332
0,169,275094,161332
0,45,275162,161332
0,73,275270,161332
0,111092,275281,161332
0,21,275297,161332
0,1937,275349,161119
0,116010,275457,161332
0,114326,276065,161332
0,17,276120,161332
0,28,276183,161332
0,69,276234,161332
0,607,276343,161332
0,1842,276373,161332
0,1792,276436,161332
0,1842,276443,161332
0,110556,276485,161332
0,191,276490,161332
0,240,276493,161332
0,10,276621,161332
0,112139,276673,161332
0,900,276675,161332
0,110374,276688,161332
0,116365,276706,161332
0,54,276739,161332
0,110075,276744,161332
0,110902,276750,161332
0,1843,276754,161332
0,45,276798,161332
0,1799,276806,161332
0,66,276930,161332
0,115845,276940,161332
0,1919,276942,161332
0,1896,276996,161332
0,1792,277007,161332
0,1799,277052,161332
0,481,277069,161332
0,246,277070,161332
0,243,277244,161332
0,74,277255,161332
0,254,277320,161332
0,44,277327,161332
0,1960,277353,161332
0,21,277373,161332
0,271,277473,161332
0,240,277581,161332
0,45,277597,161332
0,110374,277599,161332
0,748,277603,161332
0,101088,277687,161516
0,115841,277692,161332
0,111974,277693,161332
0,206,277695,161332
0,115845,277769,161332
0,78,277835,161332
0,110374,277870,161332
0,144,277892,161332
0,73,277912,161332
0,1943,277918,161332
0,237,277923,161332
0,116034,277925,161332
0,10,277961,161332
0,54,277968,161332
