offset6x,offset5y,offset10x,offset2x,defenders,offset2y,offset6y,offset7x,offset3x,offset8x,offset10y,offset3y,offset4x,offset7y,offset0x,offset8y,attackers,offset9x,midfielders,offset5x,offset0y,offset1x,offset4y,offset9y,offset1y,formationname,playerinstruction10_1,playerinstruction3_1,playerinstruction1_1,position10,playerinstruction9_2,playerinstruction9_1,playerinstruction4_2,position6,playerinstruction1_2,playerinstruction5_2,offensiverating,position8,playerinstruction7_1,playerinstruction0_2,playerinstruction8_1,playerinstruction5_1,position5,formationaudioid,playerinstruction6_1,playerinstruction6_2,playerinstruction10_2,playerinstruction3_2,teamid,position2,playerinstruction4_1,formationid,playerinstruction8_2,playerinstruction0_1,relativeformationid,position4,playerinstruction2_2,position3,formationfullnameid,playerinstruction7_2,position0,position9,position7,position1,playerinstruction2_1
0.6499999761581421,0.6383000016212463,0.49950000643730164,0.6499999761581421,4.0,0.15000000596046448,0.512499988079071,0.3499999940395355,0.3499999940395355,0.10000000149011612,0.875,0.15000000596046448,0.054999999701976776,0.512499988079071,0.5,0.6384000182151794,1.5,0.5,4.5,0.8999999761581421,0.014999999664723873,0.9449999928474426,0.22499999403953552,0.6600000262260437,0.22499999403953552,4-4-1-1,294920,16,260,25,8,134252544,8,13,8,8,2,16,134220032,0,2394112,2394112,12,14,134220032,72,8,8,-1,4,260,18,8,0,18,7,8,6,18,72,0,18,15,3,16
0.6499999761581421,0.6384000182151794,0.49950000643730164,0.6499999761581421,4.0,0.15000000596046448,0.512499988079071,0.3499999940395355,0.3499999940395355,0.10000000149011612,0.875,0.15000000596046448,0.054999999701976776,0.512499988079071,0.5,0.6383000016212463,1.5,0.5,4.5,0.8999999761581421,0.014999999664723873,0.9449999928474426,0.22499999403953552,0.7250000238418579,0.22499999403953552,4-4-1-1,294920,16,260,25,8,294920,8,13,8,8,2,16,134220032,0,2394112,2394112,12,13,134220032,72,8,8,-1,4,260,19,8,0,19,7,8,6,8,72,0,21,15,3,16
0.6499999761581421,0.6499999761581421,0.49950000643730164,0.6499999761581421,4.0,0.15000000596046448,0.512499988079071,0.5024999976158142,0.3499999940395355,0.3499999940395355,0.875,0.15000000596046448,0.054999999701976776,0.4749999940395355,0.5,0.512499988079071,1.0,0.10000000149011612,5.0,0.8999999761581421,0.014999999664723873,0.9449999928474426,0.22499999403953552,0.6499999761581421,0.22499999403953552,4-5-1,294920,16,260,25,8,2394112,8,13,8,8,2,15,134220032,0,134220032,2394112,12,15,134220032,72,8,8,-1,4,260,20,72,0,20,7,8,6,19,72,0,16,14,3,16
0.5,0.5249999761581421,0.49950000643730164,0.6499999761581421,4.0,0.15000000596046448,0.4749999940395355,0.10000000149011612,0.3499999940395355,0.75,0.875,0.15000000596046448,0.054999999701976776,0.5249999761581421,0.5,0.6700000166893005,1.0,0.25,5.0,0.8999999761581421,0.014999999664723873,0.9449999928474426,0.22499999403953552,0.6700000166893005,0.22499999403953552,4-5-1,294920,16,260,25,8,134252544,8,14,8,8,2,17,2394112,0,134252544,2394112,12,14,134220032,72,8,8,-1,4,260,21,8,0,21,7,8,6,15,8,0,19,16,3,16
0.6499999761581421,0.6383000016212463,0.38999998569488525,0.5,3.5,0.17499999701976776,0.512499988079071,0.3499999940395355,0.2874999940395355,0.10000000149011612,0.875,0.125,0.5,0.512499988079071,0.5,0.6383000016212463,2.0,0.6000000238418579,4.5,0.8999999761581421,0.014999999664723873,0.7124999761581421,0.375,0.875,0.125,3-1-4-2,294920,16,16,26,8,294920,72,13,8,8,3,16,134220032,0,2394112,2394112,12,1,134220032,72,8,8,-1,5,134218048,22,8,0,22,10,8,6,-1,72,0,24,15,4,16
0.3499999940395355,0.512499988079071,0.38999998569488525,0.5,3.0,0.17499999701976776,0.512499988079071,0.10000000149011612,0.2874999940395355,0.5,0.875,0.125,0.8999999761581421,0.6383000016212463,0.5,0.6899999976158142,2.5,0.6000000238418579,4.5,0.6499999761581421,0.014999999664723873,0.7124999761581421,0.6384000182151794,0.875,0.125,3-4-1-2,294920,16,16,26,8,294920,8,15,8,72,4,18,2394112,0,134252544,134220032,13,1,134220032,72,8,8,-1,5,2394112,23,8,0,23,12,8,6,-1,8,0,24,16,4,16
0.3499999940395355,0.512499988079071,0.49950000643730164,0.5,3.0,0.17499999701976776,0.512499988079071,0.10000000149011612,0.2874999940395355,0.75,0.875,0.125,0.8999999761581421,0.6384000182151794,0.5,0.7749999761581421,2.0,0.25,5.0,0.6499999761581421,0.014999999664723873,0.7124999761581421,0.6384000182151794,0.7749999761581421,0.125,3-4-2-1,294920,16,16,25,8,294920,8,15,8,72,3,20,2394112,0,294920,134220032,13,19,134220032,72,8,8,-1,5,2394112,24,8,0,24,12,8,6,21,8,0,22,16,4,16
0.3499999940395355,0.512499988079071,0.10000000149011612,0.5,3.0,0.17499999701976776,0.512499988079071,0.05000000074505806,0.2874999940395355,0.8999999761581421,0.8500000238418579,0.125,0.949999988079071,0.6316999793052673,0.5,0.8500000238418579,3.0,0.49950000643730164,4.0,0.6499999761581421,0.014999999664723873,0.7124999761581421,0.6316999793052673,0.875,0.125,3-4-3,2394112,16,16,27,8,294920,8,15,8,72,4,23,2394112,0,2394112,134220032,13,0,134220032,72,8,8,-1,5,2394112,25,8,0,25,12,8,6,2,8,0,25,16,4,16
0.10000000149011612,0.550000011920929,0.10000000149011612,0.5,3.0,0.17499999701976776,0.550000011920929,0.5,0.2874999940395355,0.8999999761581421,0.8500000238418579,0.125,0.5,0.6499999761581421,0.5,0.8500000238418579,3.0,0.49950000643730164,4.0,0.8999999761581421,0.014999999664723873,0.7124999761581421,0.375,0.875,0.125,3-4-3,2394112,16,16,27,8,294920,72,16,8,8,4,23,134252544,0,2394112,2394112,12,0,2394112,8,8,8,-1,5,134218048,26,8,0,26,10,8,6,1,8,0,25,18,4,16
0.9200000166893005,0.3375000059604645,0.38999998569488525,0.5,3.0,0.17499999701976776,0.5249999761581421,0.07999999821186066,0.2874999940395355,0.5,0.875,0.125,0.6499999761581421,0.5249999761581421,0.5,0.6200000047683716,2.0,0.6000000238418579,5.0,0.3499999940395355,0.014999999664723873,0.7124999761581421,0.3375000059604645,0.875,0.125,3-5-2,294920,16,16,26,8,294920,72,12,8,72,3,18,2394112,0,134252544,134218048,11,1,2394112,8,8,8,-1,5,134218048,27,8,0,27,9,8,6,22,8,0,24,16,4,16
0.9325000047683716,0.3375000059604645,0.49950000643730164,0.5,4.0,0.17499999701976776,0.6241999864578247,0.5,0.2874999940395355,0.06499999761581421,0.875,0.125,0.6499999761581421,0.5192000269889832,0.5,0.6241999864578247,2.0,0.5024999976158142,4.0,0.3499999940395355,0.014999999664723873,0.7124999761581421,0.3375000059604645,0.7450000047683716,0.125,3-5-1-1,294920,16,16,25,8,294920,72,12,8,72,3,16,134220032,0,2394112,134218048,11,1,2394112,8,8,8,-1,5,134218048,28,8,0,28,9,8,6,23,72,0,21,14,4,16
0.6499999761581421,0.2800000011920929,0.38999998569488525,0.7124999761581421,6.0,0.125,0.512499988079071,0.3499999940395355,0.5,0.5,0.875,0.17499999701976776,0.2874999940395355,0.512499988079071,0.5,0.6600000262260437,2.0,0.6000000238418579,2.0,0.10000000149011612,0.014999999664723873,0.8999999761581421,0.125,0.875,0.2800000011920929,5-2-1-2,294920,16,260,26,8,294920,8,13,8,8,1,18,134220032,0,134252544,260,8,4,134220032,72,8,8,-1,4,16,29,8,0,29,6,8,5,-1,72,0,24,15,2,16
0.6499999761581421,0.2800000011920929,0.10000000149011612,0.7124999761581421,6.0,0.125,0.512499988079071,0.3499999940395355,0.5,0.8999999761581421,0.8199999928474426,0.17499999701976776,0.2874999940395355,0.512499988079071,0.5,0.8199999928474426,1.0,0.49950000643730164,3.0,0.10000000149011612,0.014999999664723873,0.8999999761581421,0.125,0.875,0.2800000011920929,5-2-3,2394112,16,260,27,8,294920,8,13,8,8,1,23,134220032,0,2394112,260,8,3,134220032,72,8,8,-1,4,16,30,8,0,30,6,8,5,-1,72,0,25,15,2,16
0.5,0.2800000011920929,0.38999998569488525,0.7124999761581421,5.0,0.125,0.3375000059604645,0.6499999761581421,0.5,0.3499999940395355,0.875,0.17499999701976776,0.2874999940395355,0.512499988079071,0.5,0.512499988079071,2.0,0.6000000238418579,3.0,0.10000000149011612,0.014999999664723873,0.8999999761581421,0.125,0.875,0.2800000011920929,5-3-2,294920,16,260,26,8,294920,8,10,8,8,1,15,134220032,0,134220032,260,8,4,134218048,72,8,8,-1,4,16,31,72,0,31,6,8,5,24,72,0,24,13,2,16
0.5,0.2800000011920929,0.49950000643730164,0.7124999761581421,5.0,0.125,0.375,0.8999999761581421,0.5,0.10000000149011612,0.875,0.17499999701976776,0.2874999940395355,0.6000000238418579,0.5,0.6000000238418579,1.0,0.5,4.0,0.10000000149011612,0.014999999664723873,0.8999999761581421,0.125,0.6600000262260437,0.2800000011920929,5-4-1,294920,16,260,25,8,134252544,8,10,8,8,0,16,2394112,0,2394112,260,8,5,134218048,72,8,8,-1,4,16,32,8,0,32,6,8,5,13,8,0,18,12,2,16
0.8999999761581421,0.2800000011920929,0.49950000643730164,0.7124999761581421,5.0,0.125,0.6384000182151794,0.6499999761581421,0.5,0.3499999940395355,0.875,0.17499999701976776,0.2874999940395355,0.512499988079071,0.5,0.512499988079071,1.0,0.10000000149011612,4.0,0.10000000149011612,0.014999999664723873,0.8999999761581421,0.125,0.6384000182151794,0.2800000011920929,5-4-1,294920,16,260,25,8,2394112,8,12,8,8,0,15,134220032,0,134220032,260,8,5,2394112,8,8,8,-1,4,16,33,72,0,33,6,8,5,14,72,0,16,13,2,16
0.6499999761581421,0.2800000011920929,0.49950000643730164,0.7124999761581421,5.0,0.125,0.3375000059604645,0.3499999940395355,0.5,0.75,0.875,0.17499999701976776,0.2874999940395355,0.3375000059604645,0.5,0.6700000166893005,1.0,0.25,4.0,0.10000000149011612,0.014999999664723873,0.8999999761581421,0.125,0.6700000166893005,0.2800000011920929,5-2-2-1,294920,16,260,25,8,134252544,8,9,8,8,2,17,134218048,0,134252544,260,8,16,134218048,72,8,8,-1,4,16,34,8,0,34,6,8,5,25,72,0,19,11,2,16
0.5,0.2800000011920929,0.49950000643730164,0.7124999761581421,5.0,0.125,0.3375000059604645,0.6499999761581421,0.5,0.3499999940395355,0.875,0.17499999701976776,0.2874999940395355,0.512499988079071,0.5,0.512499988079071,1.0,0.5,4.0,0.10000000149011612,0.014999999664723873,0.8999999761581421,0.125,0.6700000166893005,0.2800000011920929,5-1-2-1-1,294920,16,260,25,8,134252544,8,10,8,8,0,15,134220032,0,134220032,260,8,17,134218048,72,8,8,-1,4,16,35,72,0,35,6,8,5,26,72,0,18,13,2,16
0.3499999940395355,0.3375000059604645,0.10000000149011612,0.6499999761581421,4.0,0.15000000596046448,0.3375000059604645,0.5,0.3499999940395355,0.8999999761581421,0.8500000238418579,0.15000000596046448,0.054999999701976776,0.6600000262260437,0.5,0.8500000238418579,3.0,0.49950000643730164,3.0,0.6499999761581421,0.014999999664723873,0.9449999928474426,0.22499999403953552,0.875,0.22499999403953552,4-2-1-3,2394112,16,260,27,8,294920,8,11,8,72,3,23,134252544,0,2394112,134218048,9,18,134218048,72,8,8,-1,4,260,36,8,0,36,7,8,6,27,8,0,25,18,3,16
0.6600000262260437,0.3375000059604645,0.07500000298023224,0.675000011920929,4.0,0.15000000596046448,0.5116999745368958,0.3400000035762787,0.32499998807907104,0.925000011920929,0.824999988079071,0.15000000596046448,0.08410000056028366,0.550000011920929,0.5,0.824999988079071,3.0,0.49950000643730164,3.0,0.5,0.017500000074505806,0.925000011920929,0.22499999403953552,0.875,0.20000000298023224,4-3-3,1213440,16,260,27,8,17858560,40,13,8,72,3,23,134219264,4608,2656256,134217808,10,6,134222080,72,8,8,1,4,1,37,8,0,9,7,8,6,7,72,0,25,15,3,16
0.36000001430511475,0.375,0.38999998569488525,0.637499988079071,4.0,0.16859999299049377,0.3481000065803528,0.925000011920929,0.36250001192092896,0.08709999918937683,0.875,0.1712999939918518,0.09319999814033508,0.5874999761581421,0.5,0.5939000248908997,2.0,0.6000000238418579,4.0,0.6399999856948853,0.017500000074505806,0.9189000129699707,0.22499999403953552,0.875,0.22499999403953552,4-4-2,34635776,16,5,26,8,16809992,8,11,8,72,2,16,2394112,512,2394112,134217808,9,10,134218048,72,8,8,2,4,5,38,8,0,17,7,8,6,12,8,0,24,12,3,16
0.3499999940395355,0.3375000059604645,0.49950000643730164,0.6791999936103821,5.0,0.15000000596046448,0.3375000059604645,0.925000011920929,0.3601999878883362,0.07500000298023224,0.875,0.15049999952316284,0.07500000298023224,0.5874999761581421,0.5,0.5874999761581421,1.0,0.5,4.0,0.6499999761581421,0.017500000074505806,0.925000011920929,0.20000000298023224,0.6625000238418579,0.20000000298023224,4-2-3-1,16809992,16,5,25,8,134251520,8,11,8,72,2,16,2656256,0,2656256,134218048,9,14,134218048,72,8,8,3,4,5,39,8,0,4,7,8,6,3,8,0,18,12,3,16
0.5,0.32499998807907104,0.38999998569488525,0.7124999761581421,5.0,0.15000000596046448,0.3375000059604645,0.6600000262260437,0.5,0.3400000035762787,0.875,0.15000000596046448,0.2874999940395355,0.550000011920929,0.5,0.550000011920929,2.0,0.6000000238418579,3.0,0.05000000074505806,0.017500000074505806,0.949999988079071,0.15000000596046448,0.875,0.32499998807907104,5-3-2,294920,16,5,26,8,1327104,8,10,8,8,1,15,134220032,0,134220032,5,8,4,80,32840,8,8,4,4,1,40,72,0,31,6,8,5,24,72,0,24,13,2,1
0.3499999940395355,0.3375000059604645,0.49950000643730164,0.6639999747276306,5.0,0.14790000021457672,0.3375000059604645,0.925000011920929,0.3330000042915344,0.07500000298023224,0.875,0.14790000021457672,0.07500000298023224,0.5874999761581421,0.5,0.5874999761581421,1.0,0.5,4.0,0.6499999761581421,0.017500000074505806,0.925000011920929,0.20000000298023224,0.6625000238418579,0.20000000298023224,4-2-3-1,1343488,16,5,25,8,43008,8,11,8,32840,2,16,4360192,0,1607680,576,9,14,134217776,72,8,8,5,4,20,41,8,0,4,7,8,6,3,8,0,18,12,3,16
0.6499999761581421,0.5874999761581421,0.49950000643730164,0.7124999761581421,4.0,0.14830000698566437,0.512499988079071,0.3499999940395355,0.2874999940395355,0.07500000298023224,0.875,0.15330000221729279,0.07500000298023224,0.512499988079071,0.5,0.5874999761581421,1.5,0.5,4.5,0.925000011920929,0.017500000074505806,0.925000011920929,0.20000000298023224,0.6625000238418579,0.20000000298023224,4-4-1-1,100696064,16,260,25,8,134235136,8,13,8,8,2,16,134220032,4096,2639872,2246656,12,14,134220032,72,8,8,7,4,260,42,8,0,18,7,8,6,18,72,0,18,15,3,16
0.3499999940395355,0.3375000059604645,0.49950000643730164,0.6669999957084656,5.0,0.17499999701976776,0.3375000059604645,0.925000011920929,0.3352000117301941,0.07500000298023224,0.875,0.17499999701976776,0.10000000149011612,0.5874999761581421,0.4970000088214874,0.5874999761581421,1.0,0.5,4.0,0.6499999761581421,0.019600000232458115,0.9211999773979187,0.22499999403953552,0.6625000238418579,0.21649999916553497,4-2-3-1,1343488,16,5,25,8,134251520,8,11,8,32840,2,16,1214464,512,2394112,80,9,14,134218048,72,8,8,8,4,5,43,8,0,4,7,8,6,3,8,0,18,12,3,16
0.6499999761581421,0.3375000059604645,0.07500000298023224,0.675000011920929,4.0,0.15000000596046448,0.512499988079071,0.3499999940395355,0.32499998807907104,0.925000011920929,0.824999988079071,0.15000000596046448,0.07500000298023224,0.512499988079071,0.5,0.824999988079071,3.0,0.49950000643730164,3.0,0.5,0.017500000074505806,0.9189000129699707,0.20000000298023224,0.875,0.195700004696846,4-3-3,2656256,16,1,27,8,1343488,8,13,40,32840,3,23,134220032,4608,1214464,288,10,6,134219008,72,8,8,9,4,5,44,8,0,9,7,8,6,7,72,0,25,15,3,16
0.3400000035762787,0.4749999940395355,0.10000000149011612,0.6517999768257141,4.0,0.17499999701976776,0.5181000232696533,0.5,0.34200000762939453,0.8999999761581421,0.8015999794006348,0.17499999701976776,0.10000000149011612,0.6625000238418579,0.5,0.8037999868392944,3.0,0.49950000643730164,3.0,0.6399999856948853,0.017500000074505806,0.9258000254631042,0.22499999403953552,0.875,0.22499999403953552,4-3-3,2656256,16,24,27,8,34635776,40,15,8,72,3,23,43008,4608,2656256,134219792,13,6,10752,72,8,8,10,4,16,45,8,0,11,7,8,6,4,8,0,25,18,3,1
0.3400000035762787,0.4749999940395355,0.07500000298023224,0.6527000069618225,4.0,0.15850000083446503,0.4749999940395355,0.5,0.335999995470047,0.8999999761581421,0.824999988079071,0.16269999742507935,0.05000000074505806,0.6625000238418579,0.5,0.795199990272522,3.0,0.49000000953674316,3.0,0.6600000262260437,0.017500000074505806,0.8999999761581421,0.22499999403953552,0.8729000091552734,0.22499999403953552,4-3-3,2295808,16,260,27,8,294920,8,15,8,72,3,23,43008,4608,2639872,134219792,13,6,134220032,72,8,8,11,4,264,46,8,0,11,7,8,6,4,8,0,25,18,3,16
