competitionid,artificialkey,adsponserid,isapproved,dynamicimageid
308,282,29,1,0
350,283,38,1,0
350,284,37,1,0
350,285,49,1,0
350,286,6,1,847
350,287,6,1,848
350,288,6,1,849
350,289,36,1,0
350,290,39,1,0
350,291,15,1,0
350,292,40,1,0
353,293,6,1,203
353,294,38,1,0
353,295,37,1,0
353,296,49,1,0
353,297,39,1,0
353,298,15,1,0
353,299,40,1,0
353,300,36,1,0
353,301,68,1,0
353,302,29,1,0
360,303,4,1,88
360,304,4,1,89
360,305,38,1,0
360,306,37,1,0
360,307,15,1,0
360,308,29,1,0
360,309,49,1,0
360,310,36,1,0
360,311,39,1,0
360,312,68,1,0
361,313,4,1,88
361,314,4,1,89
361,315,38,1,0
361,316,37,1,0
361,317,15,1,0
361,318,29,1,0
361,319,49,1,0
361,320,36,1,0
361,321,39,1,0
361,322,68,1,0
390,323,54,1,0
390,324,38,1,0
390,325,37,1,0
390,326,49,1,0
390,327,8,1,229
390,328,6,1,425
390,329,39,1,0
390,330,15,1,0
390,331,40,1,0
390,332,36,1,0
414,333,4,1,88
414,334,4,1,89
414,335,38,1,0
414,336,37,1,0
414,337,49,1,0
414,338,39,1,0
414,339,15,1,0
414,340,40,1,0
414,341,36,1,0
414,342,68,1,0
820,343,81,1,188
821,344,81,1,189
822,345,81,1,188
840,346,81,1,190
841,347,81,1,191
842,348,81,1,192
843,349,81,1,193
844,350,81,1,194
845,351,81,1,195
846,352,81,1,196
847,353,81,1,189
848,354,81,1,189
849,355,81,1,189
850,356,81,1,189
851,357,81,1,188
860,358,81,1,190
861,359,81,1,195
862,360,81,1,196
863,361,81,1,193
864,362,81,1,194
865,363,81,1,191
866,364,81,1,192
867,365,81,1,188
868,366,81,1,189
869,367,81,1,189
870,368,81,1,189
871,369,81,1,189
970,370,24,1,118
970,371,38,1,0
970,372,37,1,0
970,373,24,1,118
970,374,49,1,0
970,375,39,1,0
970,376,15,1,0
970,377,24,1,118
970,378,40,1,0
970,379,68,1,0
980,380,24,1,119
980,381,38,1,0
980,382,37,1,0
980,383,24,1,119
980,384,49,1,0
980,385,39,1,0
980,386,15,1,0
980,387,24,1,119
980,388,40,1,0
980,389,68,1,0
980,390,81,1,95
990,391,24,1,988
990,392,38,1,0
990,393,37,1,0
990,394,24,1,988
990,395,49,1,0
990,396,39,1,0
990,397,15,1,0
990,398,24,1,988
990,399,40,1,0
990,400,68,1,0
990,401,14,1,0
990,402,81,1,43
1003,403,128,1,0
1003,404,139,1,0
1003,405,38,1,0
1003,406,140,1,0
1003,407,142,1,0
1003,408,143,1,0
1003,409,277,1,0
1003,410,10,1,661
1003,411,38,1,0
1003,412,142,1,0
1003,413,81,1,69
1007,414,24,1,59
1007,415,40,1,0
1007,416,161,1,0
1007,417,24,1,59
1007,418,38,1,0
1007,419,49,1,0
1007,420,29,1,0
1007,421,24,1,59
1007,422,39,1,0
1007,423,68,1,0
1007,424,81,1,200
1014,425,128,1,0
1014,426,38,1,0
1014,427,5,1,464
1014,428,146,1,0
1014,429,145,1,0
1014,430,128,1,0
1014,431,38,1,0
1014,432,10,1,661
1014,433,146,1,0
1014,434,145,1,0
1014,435,81,1,332
1015,436,128,1,0
1015,437,38,1,0
1015,438,24,1,331
1015,439,140,1,0
1015,440,141,1,0
1015,441,10,1,661
1015,442,38,1,0
1015,443,24,1,331
1015,444,140,1,0
1015,445,128,1,0
1015,446,38,1,0
1015,447,81,1,105
2076,448,81,1,75
2136,449,81,1,221
2138,450,54,1,0
2138,451,38,1,0
2138,452,37,1,0
2138,453,49,1,0
2138,454,8,1,229
2138,455,6,1,425
2138,456,39,1,0
2138,457,15,1,0
2138,458,40,1,0
2138,459,36,1,0
2173,460,247,1,0
2173,461,8,1,229
2173,462,128,1,0
2173,463,129,1,0
2173,464,1,1,857
2173,465,247,1,0
2173,466,248,1,0
2173,467,249,1,0
2173,468,250,1,0
2173,469,251,1,0
2173,470,81,1,321
3005,471,24,1,448
3005,472,38,1,0
3005,473,37,1,0
3005,474,24,1,448
3005,475,49,1,0
3005,476,39,1,0
3005,477,15,1,0
3005,478,24,1,448
3005,479,40,1,0
3005,480,68,1,0
3005,481,81,1,202
83,482,81,1,424
451,483,24,1,657
451,484,38,1,0
451,485,37,1,0
451,486,49,1,0
451,487,4,1,438
451,488,6,1,770
451,489,5,1,440
451,490,5,1,987
451,491,5,1,656
451,492,39,1,0
451,493,81,1,640
2216,494,8,1,771
2216,495,6,1,772
2216,496,5,1,773
2216,497,38,1,0
2216,498,37,1,0
2216,499,8,1,771
2216,500,6,1,772
2216,501,5,1,773
2216,502,49,1,0
2216,503,39,1,0
2216,504,81,1,1024
2218,505,6,1,774
2218,506,8,1,775
2218,507,6,1,776
2218,508,38,1,0
2218,509,37,1,0
2218,510,6,1,774
2218,511,8,1,775
2218,512,6,1,776
2218,513,49,1,0
2218,514,39,1,0
2218,515,14,1,0
2218,516,81,1,791
211,517,81,1,786
80,518,38,1,0
80,519,37,1,0
80,520,49,1,0
80,521,24,1,832
80,522,24,1,833
80,523,24,1,834
80,524,24,1,835
80,525,39,1,0
80,526,15,1,0
80,527,40,1,0
2221,528,6,1,851
2221,529,139,1,0
2221,530,5,1,852
2221,531,38,1,0
2221,532,37,1,0
2221,533,6,1,851
2221,534,139,1,0
2221,535,5,1,852
2221,536,49,1,0
2221,537,39,1,0
2221,538,14,1,0
227,539,132,1,0
227,540,24,1,854
227,541,72,1,0
227,542,181,1,0
227,543,24,1,853
227,544,245,1,0
227,545,23,1,0
227,546,111,1,0
227,547,38,1,0
227,548,256,1,0
227,549,97,1,0
227,550,257,1,0
227,551,81,1,856
2215,552,6,1,923
2215,553,8,1,924
2215,554,8,1,925
2215,555,38,1,0
2215,556,37,1,0
2215,557,6,1,926
2215,558,8,1,927
2215,559,6,1,1031
2215,560,49,1,0
2215,561,39,1,0
2215,562,14,1,0
2215,563,81,1,894
2222,564,81,1,1017
2222,565,6,1,38
2222,566,6,1,1018
2222,567,5,1,1019
2222,568,38,1,0
2222,569,37,1,0
2222,570,6,1,38
2222,571,6,1,1018
2222,572,5,1,1020
2222,573,49,1,0
2222,574,39,1,0
3000,575,81,1,3
3001,576,81,1,9
3010,577,38,1,0
3010,578,37,1,0
3010,579,272,1,0
3010,580,271,1,0
3010,581,162,1,0
3010,582,39,1,0
3010,583,284,1,0
3010,584,72,1,0
3010,585,285,1,0
3010,586,14,1,0
3010,587,36,1,0
3010,588,68,1,0
3010,589,40,1,0
3011,590,38,1,0
3011,591,37,1,0
3011,592,272,1,0
3011,593,271,1,0
3011,594,162,1,0
3011,595,39,1,0
3011,596,284,1,0
3011,597,72,1,0
3011,598,285,1,0
3011,599,14,1,0
3011,600,36,1,0
3011,601,68,1,0
3011,602,40,1,0
3020,603,38,1,0
3020,604,37,1,0
3020,605,272,1,0
3020,606,271,1,0
3020,607,162,1,0
3020,608,39,1,0
3020,609,284,1,0
3020,610,262,1,0
3020,611,285,1,0
3020,612,14,1,0
3020,613,36,1,0
3020,614,68,1,0
3020,615,40,1,0
3021,616,38,1,0
3021,617,37,1,0
3021,618,272,1,0
3021,619,271,1,0
3021,620,162,1,0
3021,621,39,1,0
3021,622,284,1,0
3021,623,262,1,0
3021,624,285,1,0
3021,625,14,1,0
3021,626,36,1,0
3021,627,68,1,0
3021,628,40,1,0
3030,629,38,1,0
3030,630,37,1,0
3030,631,272,1,0
3030,632,271,1,0
3030,633,162,1,0
3030,634,39,1,0
3030,635,284,1,0
3030,636,263,1,0
3030,637,285,1,0
3030,638,14,1,0
3030,639,36,1,0
3030,640,68,1,0
3030,641,40,1,0
3031,642,38,1,0
3031,643,37,1,0
3031,644,272,1,0
3031,645,271,1,0
3031,646,162,1,0
3031,647,39,1,0
3031,648,284,1,0
3031,649,263,1,0
3031,650,285,1,0
3031,651,14,1,0
3031,652,36,1,0
3031,653,68,1,0
3031,654,40,1,0
